,MW
3HAD140_num1,37.9381
3HAD140_num2,102.1977
3HAD160_num1,37.9381
3HAD160_num2,102.1977
AGPAT180,27.4532
AGPAT141,27.4532
AGPAT161,27.4532
DASYN120,31.4538
EAR40x,111.4558
EAR60y,111.4558
MLDEP1pp,60.2733
MLDEP2pp,60.2733
MLTGY2pp_num1,49.4175
MLTGY2pp_num2,22.2266
MLTGY2pp_num3,40.4106
MLTGY2pp_num4,40.1125
MLTGY2pp_num5,73.3532
MLTGY2pp_num6,40.2558
MLTGY2pp_num7,58.3022
MLTGY2pp_num8,38.2474
MLTGY4pp_num1,49.4175
MLTGY4pp_num2,40.1125
MLTGY4pp_num3,40.2558
MLTGY4pp_num4,73.3532
MLTGY4pp_num5,40.4106
MLTGY4pp_num6,22.2266
MLTGY4pp_num7,58.3022
MLTGY4pp_num8,38.2474
EAR60x,111.4558
EAR80x,111.4558
PE181abcpp,128.9214
NTP11,36.4253
3OAS180_num1,86.0915
3OAS180_num2,85.2266
3HAD180_num1,37.9381
3HAD180_num2,102.1977
CDAPPA120,28.4508
PSSA120,52.8018
PSD120,35.9344
PAPA120,29.0213
MDDEP1pp_num1,21.0399
MDDEP1pp_num2,29.9166
MDDEP1pp_num3,60.2733
MDDEP1pp_num4,51.7983
MDDEP1pp_num5,33.8874
MDDEP1pp_num6,49.0578
MDDEP1pp_num7,41.849
MDDEP2pp_num1,21.0399
MDDEP2pp_num2,29.9166
MDDEP2pp_num3,60.2733
MDDEP2pp_num4,51.7983
MDDEP2pp_num5,33.8874
MDDEP2pp_num6,49.0578
MDDEP2pp_num7,41.849
PSD181,35.9344
DAGK180,39.734
DAGK181,39.734
PLIPA2E120pp,66.3263
PLIPA2G141pp,66.3263
PLIPA2G161pp,66.3263
LPLIPAL1A120pp,94.4886
LPLIPAL1A140pp,94.4886
LPLIPAL1A181pp,94.4886
LPLIPAL1E120pp,94.4886
3OAR180,102.2412
G3PAT120,100.021
PGSA120,20.7006
TDSR2,116.7851
GTHRDtex_num1,41.2198
GTHRDtex_num2,116.766
GTHRDtex_num3,117.9999
GTHRDtex_num4,121.1044
GTHRDabc2pp,127.9764
NADHPO,319.9686
ACOAD7f,89.2244
ACOAD8f,89.2244
ACOAD5f,89.2244
ACOAD3f,89.2244
ACOAD2f,89.2244
ACOAD4f,89.2244
ACOAD6f,89.2244
NADH16pp,540.4142
NADH18pp,540.4142
GLYBt2pp_num1,52.8812
GLYBt2pp_num2,109.6916
DSERt2pp,51.6597
ALAt4pp,51.6629
LYSt3pp_num1,23.1757
LYSt3pp_num2,32.3401
CTBTCAL2,58.5591
BGLA1_num1,53.9349
BGLA1_num2,202.05
BGLA1_num3,53.1613
GDPMNP,43.4973
AMMQLT8,28.0732
FA120ACPHi,22.9611
FA80ACPHi,22.9611
FA140ACPHi,22.9611
FA100ACPHi,22.9611
CRNDCAL2,58.5591
CRNCAL2,58.5591
CHLt2pp_num1,75.8422
CHLt2pp_num2,52.8812
GLYt4pp,51.6629
FRULYSE,249.3506
FRULYSt2pp,47.5765
TUNGStex_num1,41.2198
TUNGStex_num2,117.9999
TUNGStex_num3,121.1044
TUNGStex_num4,116.766
COBALT2tpp_num1,26.4848
COBALT2tpp_num2,36.5897
OXCDC,242.3249
LPLIPAL2A140,38.9783
LPLIPAL2A160,38.9783
LPLIPAL2A161,38.9783
LPLIPAL2A180,38.9783
LPLIPAL2A181,38.9783
UM3PL,49.8741
UM4PL,49.8741
2MAHMP_num1,30.3709
2MAHMP_num2,17.4329
ZN2tpp,26.4848
NI2tpp,36.5897
COBALT2t3pp_num1,34.6784
COBALT2t3pp_num2,65.8545
PLIPA1A120pp,66.3263
PLIPA1A140pp,66.3263
PLIPA1A141pp,66.3263
PLIPA1A160pp,66.3263
PLIPA1A161pp,66.3263
PLIPA1A180pp,66.3263
LPLIPAL2A120,38.9783
CAt6pp,34.7406
5DGLCNt2rpp,46.0413
GALCTNt2pp,47.0767
GALCTNLtex_num1,117.9999
GALCTNLtex_num2,121.1044
GALCTNLtex_num3,41.2198
GALCTNLtex_num4,116.766
KDUI,186.4581
CA2t3pp,39.1685
NADH17pp,540.4142
FA161ACPHi,22.9611
FA141ACPHi,22.9611
ARGt3pp,23.1757
FA160ACPHi,22.9611
MALDtex_num1,116.766
MALDtex_num2,41.2198
MALDtex_num3,121.1044
MALDtex_num4,117.9999
OROTtex_num1,121.1044
OROTtex_num2,41.2198
OROTtex_num3,117.9999
OROTtex_num4,116.766
PPAt4pp,54.3442
OROTt2_2pp,45.4363
MALDt2_2pp,45.4363
5DGLCNtex_num1,117.9999
5DGLCNtex_num2,41.2198
5DGLCNtex_num3,116.766
5DGLCNtex_num4,121.1044
DTARTD,120.2106
PLIPA2E161pp,66.3263
PLIPA2E180pp,66.3263
PLIPA2G120pp,66.3263
PLIPA2G180pp,66.3263
LPLIPAL1A161pp,94.4886
LPLIPAL1A160pp,94.4886
PSCLYSt2pp,47.5765
LYSt2pp,53.5759
GLYt2pp_num1,52.8812
GLYt2pp_num2,51.6597
ALAt2pp_num1,51.6597
ALAt2pp_num2,53.0546
BALAt2pp,51.6597
DALAt2pp,51.6597
FE2tpp,26.4848
MN2tpp,26.4848
MG2tpp,36.5897
NI2t3pp_num1,65.8545
NI2t3pp_num2,34.6784
PPAtex_num1,117.9999
PPAtex_num2,116.766
PPAtex_num3,41.2198
PPAtex_num4,121.1044
GALCTNLt2pp,49.4405
GALCTLO,36.4479
PSCLYStex_num1,41.2198
PSCLYStex_num2,117.9999
PSCLYStex_num3,121.1044
PSCLYStex_num4,116.766
THYMtex_num1,121.1044
THYMtex_num2,116.766
THYMtex_num3,41.2198
THYMtex_num4,117.9999
CU2tpp,26.4848
FE2t3pp,65.8545
MN2t3pp_num1,65.8545
MN2t3pp_num2,34.6784
CD2tpp,26.4848
THRA_num1,90.6332
THRA_num2,145.9788
XYLK2_num1,122.1788
XYLK2_num2,110.3097
GLDBRAN2,73.5767
CLt3_2pp,100.6974
POR5_num1,148.5614
POR5_num2,148.5246
HACD8_num1,159.1878
HACD8_num2,77.0722
CTECOAI8,159.1878
CTECOAI6,159.1878
MALCOAMT,28.2762
OGMEACPS,67.0302
OGMEACPR,102.2412
OPMEACPS,85.2266
LIPAabctex,286.4347
DGUNC_num1,51.7825
DGUNC_num2,38.5456
DGUNC_num3,185.8088
DGUNC_num4,67.727
DGUNC_num5,106.3554
CDGUNPD_num1,74.665
CDGUNPD_num2,180.5208
CDGUNPD_num3,171.2153
CDGUNPD_num4,29.6012
CDGUNPD_num5,81.4498
LDGUNPD,74.665
MPTAT,63.667
MOADSUx,107.6949
CMtpp_num1,753.5444
CMtpp_num2,755.1234
FUSAtpp_num1,755.1234
FUSAtpp_num2,753.5444
MINCYCtex_num1,117.9999
MINCYCtex_num2,41.2198
MINCYCtex_num3,116.766
MINCYCtex_num4,121.1044
MINCYCtpp_num1,753.5444
MINCYCtpp_num2,755.1234
DOXRBCNtex_num1,41.2198
DOXRBCNtex_num2,117.9999
DOXRBCNtex_num3,121.1044
DOXRBCNtex_num4,116.766
DOXRBCNtpp_num1,755.1234
DOXRBCNtpp_num2,753.5444
REPHACCOAI,28.4046
ACPPAT141,46.854
ACPPAT161,46.854
ACPPAT180,46.854
APG3PAT160,22.1934
APG3PAT161,22.1934
APG3PAT180,22.1934
ICYSDS,90.179
I4FE4SR,13.8486
S2FE2ST,183.333
BMOCOS,88.1345
BWCOS,88.1345
BWCOGDS1,21.6429
BWCOGDS2,21.6429
DHNPTE,108.9562
DHMPTR,26.3483
NOVBCNtpp_num1,753.5444
NOVBCNtpp_num2,755.1234
CMtex_num1,41.2198
CMtex_num2,121.1044
CMtex_num3,117.9999
CMtex_num4,116.766
LALALGLUtex_num1,117.9999
LALALGLUtex_num2,41.2198
LALALGLUtex_num3,116.766
LALALGLUtex_num4,121.1044
LALADGLUtpp_num1,53.5752
LALADGLUtpp_num2,54.159
LALADGLUtpp_num3,53.9911
LALADGLUtpp_num4,53.0546
I2FE2SS,104.0276
I2FE2ST,60.0728
I2FE2SS2,104.0276
I4FE4ST,60.0728
S4FE4ST,183.333
S2FE2SS2,277.201
BTS5,77.2962
5MTRtex_num1,121.1044
5MTRtex_num2,41.2198
5MTRtex_num3,117.9999
5MTRtex_num4,116.766
LALADGLUtex_num1,116.766
LALADGLUtex_num2,121.1044
LALADGLUtex_num3,41.2198
LALADGLUtex_num4,117.9999
LALALGLUtpp_num1,53.0546
LALALGLUtpp_num2,53.9911
LALALGLUtpp_num3,53.5752
LALALGLUtpp_num4,54.159
3AMACHYD,28.8981
3HPPtex_num1,121.1044
3HPPtex_num2,41.2198
3HPPtex_num3,117.9999
3HPPtex_num4,116.766
CCGS,25.5142
CDGR,65.175
MSAR_num1,21.5704
MSAR_num2,108.9957
ACPPAT120,46.854
CPH4S,82.6373
SHCHCS3,27.6824
URACPAH,25.2087
POAACR,13.7629
ACPPAT160,46.854
ACPPAT181,46.854
APH141,10.2998
APH161,10.2998
APH180,10.2998
APH181,10.2998
GTHPi,20.4696
SEPHCHCS,122.7341
DHNCOAS,189.7985
DHNCOAT,59.781
I2FE2SR,104.0276
TYRL,26.8961
THZPSN3,600.7306
APG3PAT120,22.1934
APH120,10.2998
MOCDS,21.5138
FUSAtex_num1,41.2198
FUSAtex_num2,121.1044
FUSAtex_num3,117.9999
FUSAtex_num4,116.766
QUIN2tex_num1,116.766
QUIN2tex_num2,121.1044
QUIN2tex_num3,41.2198
QUIN2tex_num4,117.9999
FORCT,91.6564
PACCOAE,131.963
OXDHCOAT,70.6812
HADPCOADH3,51.7326
O16A4COLIPAabctex,286.4347
COLIPAabctex,286.4347
ENLIPAabctex,286.4347
PYROX,59.9682
BMOGDS1,21.6429
MPTS,51.478
MOCOS,88.1345
BMOGDS2,21.6429
S2FE2SR,277.201
ACACT8r_num1,46.5305
ACACT8r_num2,81.7524
CTECOAI7,159.1878
CLIPAabctex,286.4347
K2L4Aabctex,286.4347
FDH4pp_num1,170.1061
FDH4pp_num2,511.2616
FDH5pp_num1,511.2616
FDH5pp_num2,170.1061
ACPPAT140,46.854
APG3PAT140,22.1934
APG3PAT141,22.1934
APG3PAT181,22.1934
APH140,10.2998
APH160,10.2998
OPMEACPD,102.1977
EPMEACPR,111.4558
AOXSr2,83.1885
SCYSDS,120.4682
S2FE2SS,277.201
S4FE4SR,156.7328
SELtex_num1,121.1044
SELtex_num2,41.2198
SELtex_num3,117.9999
SELtex_num4,116.766
SELR,233.0425
OGMEACPD,102.1977
EGMEACPR,111.4558
OPMEACPR,102.2412
PMEACPE,28.505
MEOHtex_num1,121.1044
MEOHtex_num2,117.9999
MEOHtex_num3,41.2198
MEOHtex_num4,116.766
MECDPDH5_num1,60.3838
MECDPDH5_num2,60.4206
RNTR1c2_num1,179.7821
RNTR1c2_num2,242.4248
RNTR1c2_num3,242.3881
RNTR1c2_num4,179.7453
RNTR2c2_num1,242.4248
RNTR2c2_num2,242.3881
RNTR2c2_num3,179.7453
RNTR2c2_num4,179.7821
RNTR3c2_num1,179.7453
RNTR3c2_num2,242.4248
RNTR3c2_num3,242.3881
RNTR3c2_num4,179.7821
RNTR4c2_num1,179.7821
RNTR4c2_num2,242.4248
RNTR4c2_num3,242.3881
RNTR4c2_num4,179.7453
FLDR2_num1,47.4511
FLDR2_num2,47.4879
TTRCYCtex_num1,41.2198
TTRCYCtex_num2,117.9999
TTRCYCtex_num3,116.766
TTRCYCtex_num4,121.1044
TTRCYCtpp_num1,753.5444
TTRCYCtpp_num2,755.1234
FESR,24.8826
OXCOAHDH,73.0026
DHACOAH,27.2374
THFAT,90.6332
FOMETRi,21.1054
SLNTtex_num1,121.1044
SLNTtex_num2,41.2198
SLNTtex_num3,117.9999
SLNTtex_num4,116.766
GDPTPDP,79.3424
COLIPAKpp,26.7591
MPTSS,53.4377
CPMPS,142.1499
LIPOCT,23.8825
LIPOS,72.1434
OCTNLL,37.9259
LIPATPT,37.9259
LIPAMPL,37.9259
ALDD19xr,214.7965
MMM,155.7425
MOGDS,21.6429
WCOS,88.1345
RFAMPtpp_num1,755.1234
RFAMPtpp_num2,753.5444
VPAMTr,46.7112
ACOLIPAabctex,286.4347
ECA4COLIPAabctex,286.4347
COLIPAPabctex,286.4347
TARTRDtex_num1,116.766
TARTRDtex_num2,41.2198
TARTRDtex_num3,121.1044
TARTRDtex_num4,117.9999
3OXCOAT,42.2765
BTNtex_num1,116.766
BTNtex_num2,121.1044
BTNtex_num3,41.2198
BTNtex_num4,117.9999
2DGULRGx,70.791
2DGULRGy,70.791
AP4AS,115.6531
ARBTptspp_num1,269.209
ARBTptspp_num2,238.295
ARBTtex_num1,41.2198
ARBTtex_num2,121.1044
ARBTtex_num3,117.9999
ARBTtex_num4,116.766
PYDXtex_num1,41.2198
PYDXtex_num2,121.1044
PYDXtex_num3,117.9999
PYDXtex_num4,116.766
SUCASPtpp_num1,47.9353
SUCASPtpp_num2,45.7507
SUCASPtpp_num3,48.4122
SUCMALtpp_num1,47.9353
SUCMALtpp_num2,45.7507
SUCMALtpp_num3,48.4122
PYDXNtex_num1,41.2198
PYDXNtex_num2,121.1044
PYDXNtex_num3,117.9999
PYDXNtex_num4,116.766
PYDAMtex_num1,41.2198
PYDAMtex_num2,121.1044
PYDAMtex_num3,117.9999
PYDAMtex_num4,116.766
13PPDH2,84.194
TARTt2_3pp,47.9353
SUCTARTtpp,47.9353
APCS,64.6428
CHTBSptspp,208.7496
CHTBStex_num1,116.766
CHTBStex_num2,117.9999
CHTBStex_num3,121.1044
CHTBStex_num4,41.2198
CHTBStex_num5,52.7803
TRPtipp,31.5395
TYRtipp,31.5395
GHBDHx,124.6326
APPLDHr,309.6976
SPMDt3pp,24.835
PHEtipp,31.5395
G2PP,29.1721
DHNPA2r,108.9562
GLYC2Pabcpp,192.2597
CRNDtex_num1,116.766
CRNDtex_num2,41.2198
CRNDtex_num3,121.1044
CRNDtex_num4,117.9999
SHGO,46.0819
NADHXD,54.6503
NADPHHR,142.13
NADPHHS,142.13
NADHHS,142.13
NADHXE,54.6503
SELabcpp_num1,182.5619
SELabcpp_num2,181.6066
PYK2,205.4286
PYK3,205.4286
PYK4,205.4286
NADPHXD,54.6503
NADHHR,142.13
NADPHXE,54.6503
ALAtpp,16.9491
DHBSZ3FEabcpp,162.6328
FE3DHBZS3R,28.8716
DXYLTD_num1,69.3992
DXYLTD_num2,70.0168
2DDARAA_num1,32.7217
2DDARAA_num2,130.1216
2DGLCptspp,295.8849
GNP_num1,24.6643
GNP_num2,20.7798
ALLTAMH2,91.388
UGCIAMH,28.7304
METGLCUR,273.788
ACOAD1fr,43.0021
23DOGULNt4pp,98.8541
FEENTERES,45.6519
FEENTERR4,28.8716
DXYLONtex_num1,117.9999
DXYLONtex_num2,41.2198
DXYLONtex_num3,121.1044
PSURItex_num1,121.1044
PSURItex_num2,117.9999
PSURItex_num3,41.2198
PSURItex_num4,116.766
ALR2x,36.3288
OMPHHXy,42.2883
CHLt3pp,47.8335
GLYBt3pp,47.8335
AI2tpp,37.5428
Ftpp,27.5546
SQVOSI,284.5958
6D6SPA,31.983
DHPStr,50.9821
SQtr,51.5742
DHPStex,27.2003
FMNtex_num1,121.1044
FMNtex_num2,117.9999
FMNtex_num3,116.766
FMNtex_num4,41.2198
AI2K,57.5448
CLBtex_num1,117.9999
CLBtex_num2,116.766
CLBtex_num3,41.2198
CLBtex_num4,121.1044
ACOXT,83.3415
2HESR_num1,64.7832
2HESR_num2,49.0318
CHOLID,107.1144
CHOLATEtpp,44.6875
4ABZGLUH,197.5637
4ABZGLUtr,54.8859
PHDA,204.1006
TEO2M,45.0615
PACOAT,59.403
CYSItpp,32.8656
DHPTDNR,47.8104
DHPTDNRN,47.8104
PCNO,69.4475
HPACOAT,59.403
PUACGAMtr,66.8476
DC6PDA,27.7737
5DGLCNR,27.5627
PIt2rpp_num1,53.389
PIt2rpp_num2,53.8087
LEUt2rpp,46.2087
LCTStpp,46.5033
ILEt3pp,44.7776
METt3pp_num1,23.2007
METt3pp_num2,44.7776
GSNt3pp,41.842
CLtipp,44.1534
5DKGR_num1,27.07
5DKGR_num2,27.5627
PItpp,59.467
LEUt3pp_num1,23.2007
LEUt3pp_num2,44.7776
INSt3pp,41.842
INDOLEt2rpp,44.3326
ILEt2rpp,46.2087
GLYtpp,119.12
PYK6,205.4286
FADt,54.1986
FADtex_num1,41.2198
FADtex_num2,116.766
FADtex_num3,121.1044
FADtex_num4,117.9999
AI2abcpp,219.1786
PAI2I,11.2548
4HBZt3pp,108.366
CURR,75.2195
LKDRA,173.4961
METNA,38.4954
XYHDL,528.4762
2DGLCtex_num1,121.1044
2DGLCtex_num2,41.2198
2DGLCtex_num3,116.766
2DGLCtex_num4,117.9999
E4PP_num1,29.7077
E4PP_num2,23.0075
E4PP_num3,30.4128
E4PP_num4,20.7798
E4PP_num5,24.3302
PUACGAMS,66.8476
RU5PP,23.0075
6D6SFK,31.7277
3SLAR,124.6326
SQtex,27.2003
URATEtex_num1,117.9999
URATEtex_num2,121.1044
URATEtex_num3,116.766
URATEtex_num4,41.2198
CBL1tonex,136.3158
CBItonex,136.3158
ARHGDx,176.7031
CPL,31.8451
INOSTO,61.1644
HPYRP,21.4356
PSURIK,33.573
Ftex_num1,121.1044
Ftex_num2,116.766
Ftex_num3,117.9999
Ftex_num4,41.2198
CYSItex_num1,41.2198
CYSItex_num2,117.9999
CYSItex_num3,116.766
CYSItex_num4,121.1044
SERtpp,32.3242
QUINDHyi,62.4556
PNSPA,26.4826
4HTHRK,67.2473
URATEtpp,51.758
CS1tex_num1,116.766
CS1tex_num2,117.9999
CS1tex_num3,121.1044
CS1tex_num4,41.2198
ADOCBLtonex,136.3158
PETNT181pp,63.8044
ARMEPNS,101.1252
RPNTPH,42.0104
PRCPD,55.6956
MEPNtex_num1,121.1044
MEPNtex_num2,117.9999
MEPNtex_num3,116.766
MEPNtex_num4,41.2198
UDPGPT,52.4085
MEPNabcpp,152.999
OMMBLHXy,42.9535
OPHHXy,44.2446
PROD3,287.6303
F1PP_num1,30.4128
F1PP_num2,20.7798
F1PP_num3,23.0075
F1PP_num4,29.7211
ACP1p,98.8772
3HPADHi,53.4186
4ABZGLUtex_num1,121.1044
4ABZGLUtex_num2,116.766
4ABZGLUtex_num3,41.2198
4ABZGLUtex_num4,117.9999
2HPTCOAT,63.9737
MC6PH,202.05
SLNTabcpp_num1,182.5619
SLNTabcpp_num2,181.6066
VALt2rpp,46.2087
VALt3pp_num1,38.1312
VALt3pp_num2,44.7776
MN2tipp,20.117
PSURItpp,43.4317
CYSTA,87.1467
FE3DCITR5,28.8716
4HTHRA,145.9788
GAPP,24.3302
METGLCURt2pp,49.908
METGLCURtex_num1,121.1044
METGLCURtex_num2,41.2198
METGLCURtex_num3,116.766
METGLCURtex_num4,117.9999
FMNt,54.1986
AI2tex_num1,116.766
AI2tex_num2,121.1044
AI2tex_num3,117.9999
AI2tex_num4,41.2198
PAI2T,318.9274
CUt2pp_num1,216.2721
CUt2pp_num2,326.2186
CUt2pp_num3,127.2153
CUt2pp_num4,74.7838
CUt2pp_num5,271.2816
CUt2pp_num6,867.7733
CUt2pp_num7,573.3265
DHCURR,75.2195
RHMND,353.8117
3HBZCT,59.8804
CXSAMS,55.5533
THRt2rpp,48.879
SERt2rpp_num1,46.9063
SERt2rpp_num2,48.879
ACOAD1f,89.2244
AMPNTAT,16.5698
SQGH,77.275
ASPtpp,59.429
FUMt1pp,59.429
SUCCt1pp,59.429
QUINDH,62.4556
LCARSyi,37.9784
GTHOr_reverse,97.545
MAN6PI_reverse,42.85
TMDPP_reverse,94.4142
HCO3E_reverse_num1,100.3871
HCO3E_reverse_num2,47.5285
IMPC_reverse,57.3292
ECOAH4_reverse_num1,77.0722
ECOAH4_reverse_num2,159.1878
NDPK5_reverse_num1,23.586
NDPK5_reverse_num2,61.8538
DHORTS_reverse,77.6548
ICDHyr_reverse,91.5134
ACALD_reverse_num1,33.4425
ACALD_reverse_num2,3845.0896
ALAR_reverse_num1,77.6892
ALAR_reverse_num2,78.3059
ALATA_L_reverse_num1,91.0347
ALATA_L_reverse_num2,92.4324
PPM_reverse,44.37
ASPTA_reverse_num1,87.1467
ASPTA_reverse_num2,87.0756
A5PISO_reverse_num1,140.7843
A5PISO_reverse_num2,136.1257
IPPMIb_reverse,72.3693
PSCVT_reverse,46.0958
ECOAH6_reverse_num1,77.0722
ECOAH6_reverse_num2,159.1878
ENO_reverse,91.3099
FBA_reverse_num1,78.2945
FBA_reverse_num2,381.0919
PGI_reverse,123.0595
PGK_reverse,41.1182
RPE_reverse,24.5542
TALA_reverse_num1,70.4385
TALA_reverse_num2,35.6588
TKT1_reverse_num1,144.4235
TKT1_reverse_num2,73.0427
ALCD2x_reverse_num1,3845.0896
ALCD2x_reverse_num2,141.5183
RMI_reverse,188.7978
NDPK6_reverse_num1,23.586
NDPK6_reverse_num2,61.8538
NDPK8_reverse_num1,23.586
NDPK8_reverse_num2,61.8538
PYNP2r_reverse,162.9545
DURIPP_reverse_num1,94.4142
DURIPP_reverse_num2,155.6995
TRPAS2_reverse,211.0938
ILETA_reverse,204.5619
VALTA_reverse,204.5619
ORPT_reverse,47.134
PTAr_reverse_num1,463.0325
PTAr_reverse_num2,72.1335
ACKr_reverse_num1,42.4337
ACKr_reverse_num2,43.2904
ACKr_reverse_num3,43.3841
AIRC3_reverse,142.2426
ADSL2r_reverse,206.1712
PUNP5_reverse_num1,179.0077
PUNP5_reverse_num2,155.6995
PUNP6_reverse_num1,155.6995
PUNP6_reverse_num2,179.0077
PUNP7_reverse,179.0077
PUNP1_reverse,155.6995
PUNP2_reverse,155.6995
PUNP3_reverse_num1,179.0077
PUNP3_reverse_num2,155.6995
LYSAM_reverse,38.7496
IPPMIa_reverse,72.3693
MDH_reverse,64.6746
FUM_reverse_num1,120.2106
FUM_reverse_num2,120.5972
FUM_reverse_num3,201.9555
OHPBAT_reverse,79.5666
AGPR_reverse,35.9521
G1SAT_reverse,90.7322
GUI1_reverse,53.9872
PGAMT_reverse,47.5436
GLUR_reverse,31.002
UAG2E_reverse,84.4892
HACD5_reverse_num1,159.1878
HACD5_reverse_num2,77.0722
GHMT2r_reverse,90.6332
ADK4_reverse,23.586
KARA1_reverse,216.2761
KARA2_reverse,216.2761
ICHORS_copy2_reverse,97.5291
DHBD_reverse,104.9986
RBP4E_reverse_num1,25.2777
RBP4E_reverse_num2,102.0756
RBP4E_reverse_num3,25.5609
HACD6_reverse_num1,159.1878
HACD6_reverse_num2,77.0722
ECOAH1_reverse_num1,77.0722
ECOAH1_reverse_num2,159.1878
ECOAH2_reverse_num1,77.0722
ECOAH2_reverse_num2,159.1878
ECOAH3_reverse_num1,77.0722
ECOAH3_reverse_num2,159.1878
UGLT_reverse,79.2914
XYLI2_reverse,198.968
PMANM_reverse,50.4626
UDPG4E_reverse,74.5302
XYLI1_reverse,198.968
LCARS_reverse,81.0267
ALCD19_reverse_num1,141.5183
ALCD19_reverse_num2,3845.0896
RMPA_reverse,120.582
SBTPD_reverse,111.4315
GLTPD_reverse,74.7803
TGBPA_reverse_num1,172.3671
TGBPA_reverse_num2,77.9206
MANAO_reverse,53.5802
TAGURr_reverse,54.8083
HACD4_reverse_num1,159.1878
HACD4_reverse_num2,77.0722
HACD7_reverse_num1,77.0722
HACD7_reverse_num2,159.1878
ADK1_reverse,23.586
SERASr_reverse,141.991
MLTP2_reverse,181.0448
CYTK1_reverse,24.7463
CYTK2_reverse,24.7463
GK1_reverse,47.1854
HACD1_reverse_num1,159.1878
HACD1_reverse_num2,77.0722
HACD2_reverse_num1,159.1878
HACD2_reverse_num2,77.0722
NDPK7_reverse_num1,23.586
NDPK7_reverse_num2,61.8538
GLYAT_reverse,86.2341
CRNBTCT_reverse,90.2535
CRNCBCT_reverse,90.2535
CRNCDH_reverse,28.1902
NDPK2_reverse_num1,23.586
NDPK2_reverse_num2,61.8538
NDPK3_reverse_num1,61.8538
NDPK3_reverse_num2,23.586
NDPK4_reverse_num1,23.586
NDPK4_reverse_num2,61.8538
DGK1_reverse,47.1854
DTMPK_reverse,23.7831
NDPK1_reverse_num1,23.586
NDPK1_reverse_num2,61.8538
PGMT_reverse_num1,58.361
PGMT_reverse_num2,20.7798
PGMT_reverse_num3,23.5649
UMPK_reverse_num1,24.7463
UMPK_reverse_num2,155.8216
DDPGALA_reverse,21.3906
F6PA_reverse_num1,229.9682
F6PA_reverse_num2,23.5552
IDOND_reverse,37.1466
MCOATA_reverse,41.0567
DAPE_reverse,60.4171
SDPTA_reverse_num1,91.5493
SDPTA_reverse_num2,44.7291
SDPTA_reverse_num3,87.5339
SDPTA_reverse_num4,87.3307
SDPTA_reverse_num5,79.5666
ARAI_reverse,336.4439
M1PD_reverse,41.139
G3PD2_reverse,72.7232
FCI_reverse,389.86
FCLPA_reverse_num1,23.2225
FCLPA_reverse_num2,95.1013
UAGAAT_reverse,92.8795
PRPPS_reverse,34.2183
PRMICI_reverse,26.0326
SERAT_reverse,175.8998
ASPK_reverse_num1,177.7754
ASPK_reverse_num2,356.481
ASPK_reverse_num3,97.0635
ASAD_reverse,80.0358
CBMKr_reverse,31.6441
AMANAPEr_reverse,24.0737
NNATr_reverse,24.528
GAPD_reverse,142.13
ARGSL_reverse,50.3182
ACOATA_reverse,75.6698
MLTP3_reverse,181.0448
OCBT_reverse_num1,110.7213
OCBT_reverse_num2,110.4814
GARFT_reverse,23.2383
PHETA1_reverse_num1,87.1467
PHETA1_reverse_num2,87.0756
PHETA1_reverse_num3,204.5619
MCITL2_reverse,128.5386
ACOTA_reverse_num1,91.5493
ACOTA_reverse_num2,87.3307
ACOTA_reverse_num3,87.5339
ACOTA_reverse_num4,44.7291
PRAGSr_reverse,45.9404
PPAKr_reverse,43.3841
PPM2_reverse,44.37
G6PDH2r_reverse,55.7044
FBA3_reverse,78.2945
ADK3_reverse,23.586
HSDy_reverse_num1,177.7754
HSDy_reverse_num2,356.481
GLUtex_reverse_num1,41.2198
GLUtex_reverse_num2,116.766
GLUtex_reverse_num3,117.9999
GLUtex_reverse_num4,121.1044
GLYtex_reverse_num1,41.2198
GLYtex_reverse_num2,116.766
GLYtex_reverse_num3,117.9999
GLYtex_reverse_num4,121.1044
GLYALDtex_reverse_num1,41.2198
GLYALDtex_reverse_num2,116.766
GLYALDtex_reverse_num3,117.9999
GLYALDtex_reverse_num4,121.1044
GLYBtex_reverse_num1,41.2198
GLYBtex_reverse_num2,116.766
GLYBtex_reverse_num3,117.9999
GLYBtex_reverse_num4,121.1044
GLYCtex_reverse_num1,41.2198
GLYCtex_reverse_num2,116.766
GLYCtex_reverse_num3,117.9999
GLYCtex_reverse_num4,121.1044
GLYC3Ptex_reverse_num1,41.2198
GLYC3Ptex_reverse_num2,116.766
GLYC3Ptex_reverse_num3,117.9999
GLYC3Ptex_reverse_num4,121.1044
GLYCLTtex_reverse_num1,41.2198
GLYCLTtex_reverse_num2,116.766
GLYCLTtex_reverse_num3,117.9999
GLYCLTtex_reverse_num4,121.1044
GTPtex_reverse_num1,116.766
GTPtex_reverse_num2,41.2198
GTPtex_reverse_num3,121.1044
GTPtex_reverse_num4,117.9999
GUAtex_reverse,33.589
Htex_reverse_num1,41.2198
Htex_reverse_num2,116.766
Htex_reverse_num3,117.9999
Htex_reverse_num4,121.1044
H2tex_reverse_num1,41.2198
H2tex_reverse_num2,116.766
H2tex_reverse_num3,117.9999
H2tex_reverse_num4,121.1044
H2Otex_reverse_num1,41.2198
H2Otex_reverse_num2,121.1044
H2Otex_reverse_num3,34.9132
H2Otex_reverse_num4,27.2003
H2Otex_reverse_num5,37.2008
H2Otex_reverse_num6,116.766
H2Otex_reverse_num7,117.9999
